selected_stocks,training_shape,validation_shape,test_shape,training_dates,validation_dates,test_dates
"['V', 'CVX', 'PG', 'PM', 'AVGO', 'AMZN', 'ABBV', 'UNH', 'AMGN', 'PFE', 'ACN', 'IBM', 'WMT', 'CRM', 'HD', 'TMO', 'LLY', 'ABT', 'NFLX', 'SBUX', 'ADBE', 'RTX', 'VZ', 'MRK', 'CSCO', 'JNJ', 'TXN', 'UPS', 'BAC', 'DHR', 'TSLA', 'MCD', 'JPM', 'CMCSA', 'BMY', 'XOM', 'QCOM', 'DIS', 'COST', 'AAPL', 'GOOGL', 'HON', 'MA', 'KO', 'NEE', 'MSFT', 'LOW', 'NKE', 'PEP', 'INTC']","(1259, 400)","(250, 400)","(251, 400)","['2018-01-02 00:00:00-05:00', '2022-12-30 00:00:00-05:00']","['2023-01-03 00:00:00-05:00', '2023-12-29 00:00:00-05:00']","['2024-01-02 00:00:00-05:00', '2024-12-30 00:00:00-05:00']"
